county_name,median_household_income,housing_units,state_fips,county_fips
"Sheboygan County, Wisconsin",68969,52375,55,117
"Taylor County, Wisconsin",61360,9490,55,119
"Trempealeau County, Wisconsin",68474,13286,55,121
"Vernon County, Wisconsin",65177,13874,55,123
"Vilas County, Wisconsin",63726,24661,55,125
"Walworth County, Wisconsin",75172,53231,55,127
"Washburn County, Wisconsin",58504,12770,55,129
"Washington County, Wisconsin",91915,58391,55,131
"Waukesha County, Wisconsin",101639,172274,55,133
"Waupaca County, Wisconsin",69198,25536,55,135
"Waushara County, Wisconsin",61033,14776,55,137
"Winnebago County, Wisconsin",70041,76371,55,139
"Wood County, Wisconsin",63273,34558,55,141
"Albany County, Wyoming",55887,18634,56,001
"Big Horn County, Wyoming",61262,5355,56,003
"Campbell County, Wyoming",93315,19900,56,005
"Carbon County, Wyoming",65196,8218,56,007
"Converse County, Wyoming",79235,6623,56,009
"Crook County, Wyoming",68876,3672,56,011
"Fremont County, Wyoming",60030,17474,56,013
"Goshen County, Wyoming",62356,5866,56,015
"Hot Springs County, Wyoming",64031,2552,56,017
"Johnson County, Wyoming",60667,4614,56,019
"Laramie County, Wyoming",76282,44389,56,021
"Lincoln County, Wyoming",83033,9591,56,023
"Natrona County, Wyoming",69104,36936,56,025
"Niobrara County, Wyoming",54375,1325,56,027
"Park County, Wyoming",66754,14622,56,029
"Platte County, Wyoming",64753,4624,56,031
"Sheridan County, Wyoming",68898,14999,56,033
"Sublette County, Wyoming",85960,5235,56,035
"Sweetwater County, Wyoming",79375,19198,56,037
"Teton County, Wyoming",108279,13365,56,039
"Uinta County, Wyoming",78164,8831,56,041
"Washakie County, Wyoming",61875,3856,56,043
"Weston County, Wyoming",71800,3412,56,045
"Adjuntas Municipio, Puerto Rico",17659,7535,72,001
"Aguada Municipio, Puerto Rico",20301,17598,72,003
"Aguadilla Municipio, Puerto Rico",18348,27565,72,005
"Aguas Buenas Municipio, Puerto Rico",23160,10707,72,007
"Aibonito Municipio, Puerto Rico",22511,10095,72,009
"Añasco Municipio, Puerto Rico",22673,12390,72,011
"Arecibo Municipio, Puerto Rico",21799,41099,72,013
"Arroyo Municipio, Puerto Rico",18496,8153,72,015
"Barceloneta Municipio, Puerto Rico",20282,10055,72,017
"Barranquitas Municipio, Puerto Rico",21262,11074,72,019
"Bayamón Municipio, Puerto Rico",29403,83655,72,021
"Cabo Rojo Municipio, Puerto Rico",23077,28480,72,023
"Caguas Municipio, Puerto Rico",29279,57997,72,025
"Camuy Municipio, Puerto Rico",23263,14035,72,027
"Canóvanas Municipio, Puerto Rico",26021,17553,72,029
"Carolina Municipio, Puerto Rico",32888,76551,72,031
"Cataño Municipio, Puerto Rico",22407,10917,72,033
"Cayey Municipio, Puerto Rico",26704,19696,72,035
"Ceiba Municipio, Puerto Rico",22945,7315,72,037
"Ciales Municipio, Puerto Rico",19618,7200,72,039
"Cidra Municipio, Puerto Rico",25580,16449,72,041
"Coamo Municipio, Puerto Rico",20569,15971,72,043
"Comerío Municipio, Puerto Rico",16153,7411,72,045
"Corozal Municipio, Puerto Rico",21670,13177,72,047
"Culebra Municipio, Puerto Rico",25483,1466,72,049
"Dorado Municipio, Puerto Rico",31485,15845,72,051
"Fajardo Municipio, Puerto Rico",24309,18632,72,053
"Florida Municipio, Puerto Rico",21560,5027,72,054
"Guánica Municipio, Puerto Rico",14525,9148,72,055
"Guayama Municipio, Puerto Rico",19165,17953,72,057
"Guayanilla Municipio, Puerto Rico",21312,8303,72,059
"Guaynabo Municipio, Puerto Rico",43304,40694,72,061
"Gurabo Municipio, Puerto Rico",39533,17226,72,063
"Hatillo Municipio, Puerto Rico",24407,17130,72,065
"Hormigueros Municipio, Puerto Rico",22542,7561,72,067
"Humacao Municipio, Puerto Rico",25940,26541,72,069
"Isabela Municipio, Puerto Rico",19965,20390,72,071
"Jayuya Municipio, Puerto Rico",18363,6188,72,073
"Juana Díaz Municipio, Puerto Rico",23035,18727,72,075
"Juncos Municipio, Puerto Rico",25931,16034,72,077
"Lajas Municipio, Puerto Rico",17131,12085,72,079
"Lares Municipio, Puerto Rico",18844,12363,72,081
"Las Marías Municipio, Puerto Rico",16506,4005,72,083
"Las Piedras Municipio, Puerto Rico",23193,15111,72,085
"Loíza Municipio, Puerto Rico",21306,11470,72,087
"Luquillo Municipio, Puerto Rico",22585,10357,72,089
"Manatí Municipio, Puerto Rico",20385,18618,72,091
"Maricao Municipio, Puerto Rico",20133,2614,72,093
"Maunabo Municipio, Puerto Rico",21951,4988,72,095
"Mayagüez Municipio, Puerto Rico",16788,40642,72,097
"Moca Municipio, Puerto Rico",20331,16409,72,099
"Morovis Municipio, Puerto Rico",22282,12042,72,101
"Naguabo Municipio, Puerto Rico",20486,11227,72,103
"Naranjito Municipio, Puerto Rico",20616,10590,72,105
"Orocovis Municipio, Puerto Rico",16869,8978,72,107
"Patillas Municipio, Puerto Rico",20778,8205,72,109
"Peñuelas Municipio, Puerto Rico",20072,8654,72,111
"Ponce Municipio, Puerto Rico",18994,66248,72,113
"Quebradillas Municipio, Puerto Rico",20209,10503,72,115
"Rincón Municipio, Puerto Rico",26771,9279,72,117
"Río Grande Municipio, Puerto Rico",25963,22704,72,119
"Sabana Grande Municipio, Puerto Rico",20464,10907,72,121
"Salinas Municipio, Puerto Rico",20123,12874,72,123
"San Germán Municipio, Puerto Rico",17862,15768,72,125
"San Juan Municipio, Puerto Rico",26111,191178,72,127
"San Lorenzo Municipio, Puerto Rico",19629,16209,72,129
"San Sebastián Municipio, Puerto Rico",17557,18369,72,131
"Santa Isabel Municipio, Puerto Rico",22680,9142,72,133
"Toa Alta Municipio, Puerto Rico",32456,26651,72,135
"Toa Baja Municipio, Puerto Rico",28719,35031,72,137
"Trujillo Alto Municipio, Puerto Rico",35821,29548,72,139
"Utuado Municipio, Puerto Rico",17164,13346,72,141
"Vega Alta Municipio, Puerto Rico",24778,16136,72,143
"Vega Baja Municipio, Puerto Rico",23701,25206,72,145
"Vieques Municipio, Puerto Rico",17062,5070,72,147
"Villalba Municipio, Puerto Rico",22461,9288,72,149
"Yabucoa Municipio, Puerto Rico",19972,14298,72,151
"Yauco Municipio, Puerto Rico",19827,17473,72,153
